,employee,companyAlias,numVotes,lastParticipationDate,stillExists,uid,comid
1197,129,581b08041a0ef8000308aef6,61,2017-02-28 12:00:54,True,31_129,31
1201,133,581b08041a0ef8000308aef6,14,2017-02-27 00:00:00,True,31_133,31
1203,135,581b08041a0ef8000308aef6,53,2017-02-02 00:00:00,False,31_135,31
1204,136,581b08041a0ef8000308aef6,63,2017-02-28 00:00:00,True,31_136,31
1206,139,581b08041a0ef8000308aef6,49,2017-02-28 00:00:00,True,31_139,31
1209,142,581b08041a0ef8000308aef6,56,2017-02-27 00:00:00,True,31_142,31
1212,145,581b08041a0ef8000308aef6,29,2017-02-16 00:00:00,True,31_145,31
1213,146,581b08041a0ef8000308aef6,69,2017-02-28 00:00:00,True,31_146,31
1215,149,581b08041a0ef8000308aef6,44,2017-02-28 06:59:47,True,31_149,31
1216,150,581b08041a0ef8000308aef6,56,2017-02-27 00:00:00,True,31_150,31
1221,155,581b08041a0ef8000308aef6,39,2017-02-27 00:00:00,True,31_155,31
1224,158,581b08041a0ef8000308aef6,66,2017-02-28 00:00:00,True,31_158,31
1232,168,581b08041a0ef8000308aef6,80,2017-02-28 10:54:18,True,31_168,31
1234,170,581b08041a0ef8000308aef6,77,2017-02-28 00:00:00,True,31_170,31
1236,173,581b08041a0ef8000308aef6,19,2017-02-20 00:00:00,True,31_173,31
1237,174,581b08041a0ef8000308aef6,12,2017-02-27 00:00:00,True,31_174,31
1240,177,581b08041a0ef8000308aef6,23,2017-02-06 00:00:00,True,31_177,31
1244,182,581b08041a0ef8000308aef6,54,2017-02-27 19:25:14,True,31_182,31
1248,187,581b08041a0ef8000308aef6,78,2017-02-21 00:00:00,True,31_187,31
1249,189,581b08041a0ef8000308aef6,40,2017-02-27 00:00:00,True,31_189,31
1250,190,581b08041a0ef8000308aef6,73,2017-02-28 00:00:00,True,31_190,31
1251,191,581b08041a0ef8000308aef6,70,2017-02-27 00:00:00,True,31_191,31
1253,193,581b08041a0ef8000308aef6,72,2017-02-27 19:25:14,True,31_193,31
1254,194,581b08041a0ef8000308aef6,22,2017-02-09 17:30:33,True,31_194,31
1258,199,581b08041a0ef8000308aef6,34,2017-02-24 00:00:00,True,31_199,31
1260,201,581b08041a0ef8000308aef6,73,2017-02-19 00:00:00,True,31_201,31
1265,209,581b08041a0ef8000308aef6,18,2017-02-06 00:00:00,True,31_209,31
1268,1,574c423856b6300003009953,123,2017-03-20 12:13:38,True,17_1,17
1270,2,574c423856b6300003009953,95,2017-03-17 00:00:00,True,17_2,17
1272,3,574c423856b6300003009953,49,2017-02-02 00:00:00,True,17_3,17
1274,4,574c423856b6300003009953,96,2017-03-20 00:00:00,True,17_4,17
1276,5,574c423856b6300003009953,111,2017-03-20 00:00:00,True,17_5,17
1278,6,574c423856b6300003009953,144,2017-03-20 00:00:00,True,17_6,17
1280,7,574c423856b6300003009953,199,2017-03-19 00:00:00,True,17_7,17
1282,8,574c423856b6300003009953,181,2017-03-20 00:00:00,True,17_8,17
1294,14,574c423856b6300003009953,15,2017-03-03 00:00:00,True,17_14,17
1296,15,574c423856b6300003009953,124,2017-03-19 08:28:23,True,17_15,17
1301,19,574c423856b6300003009953,105,2017-03-18 00:00:00,True,17_19,17
1304,22,574c423856b6300003009953,109,2017-03-20 00:00:00,True,17_22,17
1306,25,574c423856b6300003009953,32,2017-03-15 17:30:57,True,17_25,17
1307,26,574c423856b6300003009953,51,2017-03-17 14:13:21,True,17_26,17
1308,27,574c423856b6300003009953,105,2017-03-20 17:45:09,True,17_27,17
1312,34,574c423856b6300003009953,134,2017-03-20 17:45:09,True,17_34,17
1313,36,574c423856b6300003009953,91,2017-03-20 00:00:00,True,17_36,17
1314,37,574c423856b6300003009953,32,2017-03-06 00:00:00,True,17_37,17
1315,39,574c423856b6300003009953,32,2017-02-24 13:16:06,True,17_39,17
1316,40,574c423856b6300003009953,76,2017-02-28 13:03:28,True,17_40,17
1318,42,574c423856b6300003009953,34,2017-03-17 00:00:00,True,17_42,17
1320,45,574c423856b6300003009953,185,2017-03-20 12:13:38,True,17_45,17
1323,53,574c423856b6300003009953,82,2017-03-17 00:00:00,True,17_53,17
1325,55,574c423856b6300003009953,33,2017-03-16 00:00:00,True,17_55,17
1332,68,574c423856b6300003009953,116,2017-03-17 14:13:21,True,17_68,17
1333,69,574c423856b6300003009953,114,2017-03-20 00:00:00,True,17_69,17
1334,71,574c423856b6300003009953,27,2017-03-06 00:00:00,True,17_71,17
1337,75,574c423856b6300003009953,119,2017-03-17 00:00:00,True,17_75,17
1339,78,574c423856b6300003009953,83,2017-03-17 13:19:07,True,17_78,17
1341,80,574c423856b6300003009953,99,2017-03-20 00:00:00,True,17_80,17
1343,83,574c423856b6300003009953,28,2017-03-07 00:00:00,True,17_83,17
1345,85,574c423856b6300003009953,67,2017-03-20 00:00:00,True,17_85,17
1346,87,574c423856b6300003009953,166,2017-03-20 00:00:00,True,17_87,17
1348,89,574c423856b6300003009953,15,2017-03-11 00:00:00,True,17_89,17
1351,92,574c423856b6300003009953,60,2017-03-17 00:00:00,True,17_92,17
1353,96,574c423856b6300003009953,141,2017-03-17 14:13:21,True,17_96,17
1354,97,574c423856b6300003009953,79,2017-03-10 00:00:00,True,17_97,17
1355,98,574c423856b6300003009953,112,2017-03-19 00:00:00,True,17_98,17
1356,100,574c423856b6300003009953,78,2017-03-17 00:00:00,True,17_100,17
1358,102,574c423856b6300003009953,65,2017-03-16 00:00:00,True,17_102,17
1359,104,574c423856b6300003009953,61,2017-03-20 00:00:00,True,17_104,17
1361,109,574c423856b6300003009953,106,2017-03-20 00:00:00,True,17_109,17
1363,113,574c423856b6300003009953,57,2017-03-20 00:00:00,True,17_113,17
1364,114,574c423856b6300003009953,36,2017-03-20 00:00:00,True,17_114,17
1365,115,574c423856b6300003009953,89,2017-03-06 00:00:00,True,17_115,17
1367,117,574c423856b6300003009953,51,2017-03-16 00:00:00,True,17_117,17
1368,118,574c423856b6300003009953,88,2017-03-17 14:13:21,True,17_118,17
1371,125,574c423856b6300003009953,18,2017-02-13 10:26:30,True,17_125,17
1375,129,574c423856b6300003009953,22,2017-03-06 13:35:09,True,17_129,17
1376,130,574c423856b6300003009953,130,2017-03-18 00:00:00,True,17_130,17
1377,131,574c423856b6300003009953,25,2017-03-09 14:39:02,True,17_131,17
1379,133,574c423856b6300003009953,116,2017-03-20 00:00:00,True,17_133,17
1382,136,574c423856b6300003009953,120,2017-03-20 00:00:00,True,17_136,17
1391,146,574c423856b6300003009953,26,2017-03-20 00:00:00,True,17_146,17
1392,147,574c423856b6300003009953,120,2017-03-19 00:00:00,True,17_147,17
1421,1,57908a2622881200033b34d7,113,2017-03-20 00:00:00,True,19_1,19
1423,2,57908a2622881200033b34d7,33,2017-02-23 13:01:07,True,19_2,19
1425,3,57908a2622881200033b34d7,45,2017-03-17 00:00:00,True,19_3,19
1433,8,57908a2622881200033b34d7,110,2017-03-20 08:16:03,True,19_8,19
1434,9,57908a2622881200033b34d7,86,2017-03-17 14:09:02,True,19_9,19
1471,79,57908a2622881200033b34d7,45,2017-03-17 00:00:00,True,19_79,19
1478,4,54e52607e4b01191dc064966,188,2017-03-18 00:00:00,True,4_4,4
1498,66,54e52607e4b01191dc064966,0,2017-03-17 14:11:50,False,4_66,4
1505,19,54e52607e4b01191dc064966,321,2017-03-19 00:00:00,True,4_19,4
1509,21,54e52607e4b01191dc064966,104,2017-03-14 09:27:46,True,4_21,4
1511,22,54e52607e4b01191dc064966,13,2017-03-13 00:00:00,True,4_22,4
1515,24,54e52607e4b01191dc064966,247,2017-03-20 00:00:00,True,4_24,4
1523,28,54e52607e4b01191dc064966,328,2017-03-16 00:00:00,False,4_28,4
1529,31,54e52607e4b01191dc064966,195,2017-03-20 00:00:00,True,4_31,4
1543,38,54e52607e4b01191dc064966,687,2017-02-01 00:00:00,False,4_38,4
1555,44,54e52607e4b01191dc064966,439,2017-03-18 12:56:42,True,4_44,4
1561,47,54e52607e4b01191dc064966,282,2017-03-20 00:00:00,True,4_47,4
1569,51,54e52607e4b01191dc064966,409,2017-03-20 00:00:00,False,4_51,4
1571,52,54e52607e4b01191dc064966,183,2017-03-20 00:00:00,True,4_52,4
1577,55,54e52607e4b01191dc064966,153,2017-03-19 00:00:00,False,4_55,4
1579,56,54e52607e4b01191dc064966,64,2017-03-20 00:00:00,True,4_56,4
1583,58,54e52607e4b01191dc064966,53,2017-03-17 00:00:00,True,4_58,4
1594,64,54e52607e4b01191dc064966,160,2017-03-20 00:00:00,False,4_64,4
1597,66,54e52607e4b01191dc064966,99,2017-03-18 00:00:00,False,4_66,4
1599,67,54e52607e4b01191dc064966,283,2017-03-20 00:00:00,True,4_67,4
1611,73,54e52607e4b01191dc064966,408,2017-03-20 00:00:00,True,4_73,4
1621,78,54e52607e4b01191dc064966,411,2017-03-20 00:00:00,False,4_78,4
1625,80,54e52607e4b01191dc064966,88,2017-03-20 00:00:00,True,4_80,4
1629,82,54e52607e4b01191dc064966,262,2017-03-20 06:28:51,True,4_82,4
1634,85,54e52607e4b01191dc064966,235,2017-03-20 11:53:20,True,4_85,4
1636,86,54e52607e4b01191dc064966,218,2017-03-19 00:00:00,True,4_86,4
1640,88,54e52607e4b01191dc064966,208,2017-03-20 11:53:20,True,4_88,4
1644,90,54e52607e4b01191dc064966,138,2017-03-19 00:00:00,True,4_90,4
1648,92,54e52607e4b01191dc064966,69,2017-03-20 00:00:00,True,4_92,4
1650,93,54e52607e4b01191dc064966,55,2017-03-16 07:32:27,True,4_93,4
1659,98,54e52607e4b01191dc064966,183,2017-03-20 00:00:00,True,4_98,4
1665,101,54e52607e4b01191dc064966,688,2017-03-20 11:53:20,True,4_101,4
1669,103,54e52607e4b01191dc064966,72,2017-03-20 00:00:00,True,4_103,4
1683,110,54e52607e4b01191dc064966,500,2017-03-20 17:02:49,True,4_110,4
1687,112,54e52607e4b01191dc064966,558,2017-03-20 00:00:00,True,4_112,4
1697,117,54e52607e4b01191dc064966,526,2017-03-20 00:00:00,True,4_117,4
1720,129,54e52607e4b01191dc064966,493,2017-03-20 00:00:00,True,4_129,4
1722,130,54e52607e4b01191dc064966,252,2017-03-20 00:00:00,True,4_130,4
1726,132,54e52607e4b01191dc064966,335,2017-02-09 00:00:00,True,4_132,4
1743,141,54e52607e4b01191dc064966,178,2017-02-06 00:00:00,True,4_141,4
1747,143,54e52607e4b01191dc064966,381,2017-01-02 00:00:00,False,4_143,4
1753,146,54e52607e4b01191dc064966,488,2017-01-31 12:56:38,False,4_146,4
1755,147,54e52607e4b01191dc064966,389,2017-03-20 00:00:00,True,4_147,4
1757,148,54e52607e4b01191dc064966,435,2017-03-06 00:00:00,False,4_148,4
1759,149,54e52607e4b01191dc064966,159,2017-03-13 06:43:59,True,4_149,4
1762,151,54e52607e4b01191dc064966,74,2017-02-06 00:00:00,True,4_151,4
1766,153,54e52607e4b01191dc064966,280,2017-03-15 00:00:00,True,4_153,4
1772,156,54e52607e4b01191dc064966,428,2017-03-17 00:00:00,True,4_156,4
1774,157,54e52607e4b01191dc064966,131,2017-03-20 11:53:20,True,4_157,4
1776,158,54e52607e4b01191dc064966,26,2017-01-25 10:13:10,True,4_158,4
1784,162,54e52607e4b01191dc064966,109,2017-03-20 00:00:00,True,4_162,4
1790,165,54e52607e4b01191dc064966,254,2017-03-20 09:41:33,True,4_165,4
1801,171,54e52607e4b01191dc064966,29,2017-03-02 00:00:00,True,4_171,4
1805,173,54e52607e4b01191dc064966,220,2017-01-25 00:00:00,True,4_173,4
1807,174,54e52607e4b01191dc064966,452,2017-03-20 00:00:00,True,4_174,4
1812,177,54e52607e4b01191dc064966,455,2017-03-20 00:00:00,True,4_177,4
1819,181,54e52607e4b01191dc064966,216,2017-03-15 11:15:43,True,4_181,4
1827,185,54e52607e4b01191dc064966,24,2017-01-26 08:15:31,True,4_185,4
1841,194,54e52607e4b01191dc064966,467,2017-03-18 00:00:00,True,4_194,4
1845,196,54e52607e4b01191dc064966,30,2017-03-14 09:27:46,True,4_196,4
1849,198,54e52607e4b01191dc064966,80,2017-03-20 00:00:00,True,4_198,4
1854,201,54e52607e4b01191dc064966,56,2017-03-15 00:00:00,True,4_201,4
1860,204,54e52607e4b01191dc064966,329,2017-03-20 11:53:20,True,4_204,4
1862,205,54e52607e4b01191dc064966,319,2017-02-21 10:45:44,True,4_205,4
1866,207,54e52607e4b01191dc064966,83,2017-02-21 00:00:00,True,4_207,4
1868,208,54e52607e4b01191dc064966,480,2017-03-19 00:00:00,True,4_208,4
1870,209,54e52607e4b01191dc064966,354,2017-03-15 05:55:27,True,4_209,4
1877,213,54e52607e4b01191dc064966,152,2017-03-20 00:00:00,False,4_213,4
1879,214,54e52607e4b01191dc064966,287,2017-03-20 00:00:00,False,4_214,4
1881,215,54e52607e4b01191dc064966,132,2017-03-18 00:00:00,True,4_215,4
1887,219,54e52607e4b01191dc064966,740,2017-03-20 05:45:53,True,4_219,4
1901,237,54e52607e4b01191dc064966,141,2017-03-16 00:00:00,True,4_237,4
1915,255,54e52607e4b01191dc064966,189,2017-03-20 00:00:00,True,4_255,4
1922,263,54e52607e4b01191dc064966,60,2017-03-09 15:36:34,True,4_263,4
1925,267,54e52607e4b01191dc064966,156,2017-02-22 13:39:23,True,4_267,4
1928,270,54e52607e4b01191dc064966,244,2017-03-20 17:02:49,True,4_270,4
1940,289,54e52607e4b01191dc064966,22,2017-01-30 00:00:00,True,4_289,4
1943,293,54e52607e4b01191dc064966,296,2017-03-16 00:00:00,True,4_293,4
1945,295,54e52607e4b01191dc064966,284,2017-03-20 00:00:00,True,4_295,4
1964,333,54e52607e4b01191dc064966,22,2017-02-08 00:00:00,True,4_333,4
2011,433,54e52607e4b01191dc064966,28,2017-02-01 00:00:00,False,4_433,4
2022,461,54e52607e4b01191dc064966,325,2017-03-19 00:00:00,True,4_461,4
2024,464,54e52607e4b01191dc064966,319,2017-02-10 09:41:15,True,4_464,4
2027,467,54e52607e4b01191dc064966,91,2017-03-16 07:52:07,True,4_467,4
2034,475,54e52607e4b01191dc064966,492,2017-03-20 11:53:20,True,4_475,4
2035,478,54e52607e4b01191dc064966,16,2017-03-17 00:00:00,True,4_478,4
2036,479,54e52607e4b01191dc064966,80,2017-03-17 00:00:00,True,4_479,4
2038,483,54e52607e4b01191dc064966,221,2017-03-10 15:43:42,True,4_483,4
2045,491,54e52607e4b01191dc064966,130,2017-03-20 00:00:00,True,4_491,4
2046,492,54e52607e4b01191dc064966,325,2017-03-16 07:52:07,True,4_492,4
2051,499,54e52607e4b01191dc064966,162,2017-03-20 06:28:51,True,4_499,4
2052,500,54e52607e4b01191dc064966,212,2017-03-08 00:00:00,True,4_500,4
2058,551,54e52607e4b01191dc064966,151,2017-02-22 06:29:00,True,4_551,4
2066,561,54e52607e4b01191dc064966,230,2017-03-20 09:09:02,True,4_561,4
2067,562,54e52607e4b01191dc064966,31,2017-03-20 11:53:20,True,4_562,4
2071,567,54e52607e4b01191dc064966,19,2017-03-11 00:00:00,True,4_567,4
2074,571,54e52607e4b01191dc064966,80,2017-03-14 11:33:05,True,4_571,4
2080,580,54e52607e4b01191dc064966,93,2017-03-16 00:00:00,True,4_580,4
2081,581,54e52607e4b01191dc064966,154,2017-03-20 00:00:00,True,4_581,4
2084,594,54e52607e4b01191dc064966,209,2017-03-20 00:00:00,True,4_594,4
2086,596,54e52607e4b01191dc064966,131,2017-03-15 05:55:27,True,4_596,4
2087,598,54e52607e4b01191dc064966,31,2017-03-17 07:16:16,True,4_598,4
2093,613,54e52607e4b01191dc064966,217,2017-03-20 06:28:51,True,4_613,4
2100,622,54e52607e4b01191dc064966,190,2017-03-20 00:00:00,True,4_622,4
2102,624,54e52607e4b01191dc064966,253,2017-03-20 00:00:00,True,4_624,4
2108,634,54e52607e4b01191dc064966,162,2017-03-20 09:09:02,True,4_634,4
2121,662,54e52607e4b01191dc064966,127,2017-03-20 00:00:00,True,4_662,4
2129,679,54e52607e4b01191dc064966,48,2017-03-14 00:00:00,True,4_679,4
2130,681,54e52607e4b01191dc064966,93,2017-03-11 20:23:02,True,4_681,4
2139,742,54e52607e4b01191dc064966,44,2017-02-23 11:09:24,True,4_742,4
2141,744,54e52607e4b01191dc064966,36,2017-03-15 00:00:00,True,4_744,4
2148,764,54e52607e4b01191dc064966,40,2017-03-17 00:00:00,True,4_764,4
2151,768,54e52607e4b01191dc064966,245,2017-03-20 11:53:20,True,4_768,4
2154,775,54e52607e4b01191dc064966,233,2017-03-20 00:00:00,True,4_775,4
2162,819,54e52607e4b01191dc064966,275,2017-03-20 09:09:02,True,4_819,4
2166,825,54e52607e4b01191dc064966,251,2017-03-19 00:00:00,True,4_825,4
2168,827,54e52607e4b01191dc064966,187,2017-03-20 00:00:00,True,4_827,4
2174,839,54e52607e4b01191dc064966,141,2017-03-18 00:00:00,True,4_839,4
2184,862,54e52607e4b01191dc064966,92,2017-03-20 11:53:20,True,4_862,4
2186,864,54e52607e4b01191dc064966,85,2017-03-14 00:00:00,True,4_864,4
2192,871,54e52607e4b01191dc064966,193,2017-03-20 00:00:00,True,4_871,4
2193,872,54e52607e4b01191dc064966,87,2017-03-19 00:00:00,True,4_872,4
2195,875,54e52607e4b01191dc064966,171,2017-02-24 00:00:00,True,4_875,4
2198,883,54e52607e4b01191dc064966,8,2017-02-28 12:13:03,True,4_883,4
2234,949,54e52607e4b01191dc064966,241,2017-03-20 09:41:33,True,4_949,4
2244,964,54e52607e4b01191dc064966,231,2017-03-20 17:02:49,True,4_964,4
2245,966,54e52607e4b01191dc064966,45,2017-01-05 00:00:00,True,4_966,4
2246,967,54e52607e4b01191dc064966,101,2017-03-08 17:36:44,True,4_967,4
2249,970,54e52607e4b01191dc064966,36,2017-02-06 18:03:02,True,4_970,4
2258,996,54e52607e4b01191dc064966,20,2017-03-15 00:00:00,True,4_996,4
2260,999,54e52607e4b01191dc064966,20,2017-02-26 00:00:00,True,4_999,4
2261,1,57dd2d6a4018d9000339ca43,34,2017-03-07 00:00:00,True,26_1,26
2265,3,57dd2d6a4018d9000339ca43,134,2017-03-20 00:00:00,True,26_3,26
2267,4,57dd2d6a4018d9000339ca43,22,2017-03-09 00:30:45,True,26_4,26
2270,6,57dd2d6a4018d9000339ca43,12,2017-01-02 00:00:00,True,26_6,26
2276,10,57dd2d6a4018d9000339ca43,27,2017-03-13 00:00:00,True,26_10,26
2281,13,57dd2d6a4018d9000339ca43,37,2017-03-10 00:00:00,True,26_13,26
2284,15,57dd2d6a4018d9000339ca43,33,2017-02-24 00:00:00,True,26_15,26
2290,19,57dd2d6a4018d9000339ca43,134,2017-03-19 00:00:00,True,26_19,26
2292,22,57dd2d6a4018d9000339ca43,18,2017-03-20 00:00:00,True,26_22,26
2294,29,57dd2d6a4018d9000339ca43,47,2017-03-18 00:00:00,True,26_29,26
2295,31,57dd2d6a4018d9000339ca43,40,2017-03-20 00:00:00,True,26_31,26
2296,33,57dd2d6a4018d9000339ca43,115,2017-03-20 00:00:00,True,26_33,26
2297,35,57dd2d6a4018d9000339ca43,76,2017-03-19 10:04:38,True,26_35,26
2300,38,57dd2d6a4018d9000339ca43,43,2017-03-05 00:00:00,True,26_38,26
2302,41,57dd2d6a4018d9000339ca43,84,2017-03-20 00:00:00,True,26_41,26
2306,45,57dd2d6a4018d9000339ca43,176,2017-03-20 18:17:02,True,26_45,26
2308,48,57dd2d6a4018d9000339ca43,39,2017-02-20 00:00:00,True,26_48,26
2311,57,57dd2d6a4018d9000339ca43,90,2017-03-20 00:00:00,True,26_57,26
2312,58,57dd2d6a4018d9000339ca43,57,2017-03-20 00:00:00,True,26_58,26
2314,62,57dd2d6a4018d9000339ca43,147,2017-03-20 00:00:00,True,26_62,26
2316,67,57dd2d6a4018d9000339ca43,42,2017-01-09 00:00:00,True,26_67,26
2320,72,57dd2d6a4018d9000339ca43,116,2017-03-19 00:00:00,True,26_72,26
2323,80,57dd2d6a4018d9000339ca43,141,2017-03-20 00:00:00,True,26_80,26
2325,82,57dd2d6a4018d9000339ca43,128,2017-03-01 00:00:00,True,26_82,26
2326,83,57dd2d6a4018d9000339ca43,183,2017-03-20 00:00:00,True,26_83,26
2328,86,57dd2d6a4018d9000339ca43,40,2017-01-13 15:30:16,True,26_86,26
2330,89,57dd2d6a4018d9000339ca43,158,2017-03-20 00:00:00,True,26_89,26
2332,92,57dd2d6a4018d9000339ca43,137,2017-03-19 10:04:38,True,26_92,26
2339,104,57dd2d6a4018d9000339ca43,49,2016-12-30 20:22:46,True,26_104,26
2341,106,57dd2d6a4018d9000339ca43,176,2017-03-20 00:00:00,True,26_106,26
2345,111,57dd2d6a4018d9000339ca43,47,2017-02-25 00:00:00,True,26_111,26
2346,112,57dd2d6a4018d9000339ca43,60,2017-03-18 00:00:00,True,26_112,26
2348,114,57dd2d6a4018d9000339ca43,159,2017-03-20 00:00:00,True,26_114,26
2352,118,57dd2d6a4018d9000339ca43,45,2017-03-20 00:00:00,True,26_118,26
2355,124,57dd2d6a4018d9000339ca43,46,2017-03-17 00:00:00,True,26_124,26
2356,125,57dd2d6a4018d9000339ca43,87,2017-03-16 17:30:24,True,26_125,26
2357,126,57dd2d6a4018d9000339ca43,85,2017-03-20 00:00:00,True,26_126,26
2360,131,57dd2d6a4018d9000339ca43,89,2017-03-18 00:00:00,True,26_131,26
2365,136,57dd2d6a4018d9000339ca43,28,2017-02-20 00:00:00,True,26_136,26
2366,137,57dd2d6a4018d9000339ca43,51,2017-03-20 00:00:00,True,26_137,26
2368,139,57dd2d6a4018d9000339ca43,115,2017-03-19 10:04:38,True,26_139,26
2371,142,57dd2d6a4018d9000339ca43,61,2017-03-18 00:00:00,True,26_142,26
2373,144,57dd2d6a4018d9000339ca43,92,2017-03-18 10:54:09,True,26_144,26
2386,158,57dd2d6a4018d9000339ca43,111,2017-03-20 00:00:00,True,26_158,26
2388,161,57dd2d6a4018d9000339ca43,164,2017-03-20 00:00:00,True,26_161,26
2391,166,57dd2d6a4018d9000339ca43,117,2017-03-20 00:00:00,True,26_166,26
2394,169,57dd2d6a4018d9000339ca43,168,2017-03-20 00:00:00,True,26_169,26
2395,170,57dd2d6a4018d9000339ca43,122,2017-03-20 18:17:02,True,26_170,26
2396,171,57dd2d6a4018d9000339ca43,43,2017-03-18 00:00:00,True,26_171,26
2397,172,57dd2d6a4018d9000339ca43,47,2017-03-01 00:00:00,True,26_172,26
2400,175,57dd2d6a4018d9000339ca43,25,2017-03-11 00:00:00,True,26_175,26
2404,180,57dd2d6a4018d9000339ca43,144,2017-03-20 00:00:00,True,26_180,26
2408,185,57dd2d6a4018d9000339ca43,138,2017-03-20 00:00:00,True,26_185,26
2410,187,57dd2d6a4018d9000339ca43,118,2017-03-18 00:00:00,True,26_187,26
2411,188,57dd2d6a4018d9000339ca43,109,2017-03-19 00:00:00,True,26_188,26
2413,191,57dd2d6a4018d9000339ca43,43,2017-03-16 17:30:24,True,26_191,26
2420,201,57dd2d6a4018d9000339ca43,152,2017-03-20 00:00:00,True,26_201,26
2421,202,57dd2d6a4018d9000339ca43,116,2017-03-20 00:00:00,True,26_202,26
2423,204,57dd2d6a4018d9000339ca43,28,2017-03-08 00:00:00,True,26_204,26
2428,210,57dd2d6a4018d9000339ca43,93,2017-03-20 00:00:00,True,26_210,26
2429,211,57dd2d6a4018d9000339ca43,62,2017-02-02 00:00:00,True,26_211,26
2432,218,57dd2d6a4018d9000339ca43,89,2017-03-18 00:00:00,True,26_218,26
2437,224,57dd2d6a4018d9000339ca43,132,2017-03-20 00:00:00,True,26_224,26
2442,232,57dd2d6a4018d9000339ca43,81,2017-03-20 00:00:00,True,26_232,26
2447,240,57dd2d6a4018d9000339ca43,15,2017-01-09 00:00:00,True,26_240,26
2450,246,57dd2d6a4018d9000339ca43,137,2017-03-20 00:00:00,True,26_246,26
2453,251,57dd2d6a4018d9000339ca43,122,2017-03-20 00:00:00,True,26_251,26
2454,253,57dd2d6a4018d9000339ca43,165,2017-03-20 00:00:00,True,26_253,26
2455,254,57dd2d6a4018d9000339ca43,22,2017-02-20 00:00:00,True,26_254,26
2457,258,57dd2d6a4018d9000339ca43,7,2017-02-04 09:33:44,True,26_258,26
2458,261,57dd2d6a4018d9000339ca43,120,2017-03-20 00:00:00,True,26_261,26
2459,262,57dd2d6a4018d9000339ca43,70,2017-03-20 00:00:00,True,26_262,26
2460,263,57dd2d6a4018d9000339ca43,18,2017-03-15 00:00:00,True,26_263,26
2462,266,57dd2d6a4018d9000339ca43,74,2017-03-17 00:00:00,True,26_266,26
2464,268,57dd2d6a4018d9000339ca43,165,2017-03-20 00:00:00,True,26_268,26
2466,271,57dd2d6a4018d9000339ca43,176,2017-03-20 00:00:00,True,26_271,26
2467,273,57dd2d6a4018d9000339ca43,75,2017-01-18 00:00:00,True,26_273,26
2470,277,57dd2d6a4018d9000339ca43,47,2017-03-18 00:31:35,True,26_277,26
2475,286,57dd2d6a4018d9000339ca43,75,2017-03-19 00:00:00,True,26_286,26
2477,288,57dd2d6a4018d9000339ca43,112,2017-03-20 00:00:00,True,26_288,26
2478,291,57dd2d6a4018d9000339ca43,163,2017-03-20 00:00:00,True,26_291,26
2480,293,57dd2d6a4018d9000339ca43,77,2017-03-06 00:00:00,True,26_293,26
2481,299,57dd2d6a4018d9000339ca43,140,2017-03-20 00:00:00,True,26_299,26
2482,300,57dd2d6a4018d9000339ca43,128,2017-03-20 00:00:00,True,26_300,26
2487,307,57dd2d6a4018d9000339ca43,33,2017-02-06 00:00:00,True,26_307,26
2489,310,57dd2d6a4018d9000339ca43,69,2017-03-15 00:00:00,True,26_310,26
2490,311,57dd2d6a4018d9000339ca43,105,2017-03-19 10:04:38,True,26_311,26
2493,315,57dd2d6a4018d9000339ca43,19,2017-03-17 20:16:09,True,26_315,26
2494,316,57dd2d6a4018d9000339ca43,89,2017-03-20 00:00:00,True,26_316,26
2499,1,57d979b72a040a00036a8925,25,2017-03-08 16:00:39,True,25_1,25
2500,3,57d979b72a040a00036a8925,35,2017-03-19 09:18:12,True,25_3,25
2502,5,57d979b72a040a00036a8925,11,2017-02-01 11:16:03,True,25_5,25
2517,1,5641f96713664c000332c8cd,257,2017-03-19 00:00:00,True,6_1,6
2518,425,5641f96713664c000332c8cd,0,2017-03-19 22:18:54,False,6_425,6
2519,2,5641f96713664c000332c8cd,66,2017-03-20 16:01:33,True,6_2,6
2523,4,5641f96713664c000332c8cd,260,2017-03-20 00:00:00,True,6_4,6
2525,6,5641f96713664c000332c8cd,259,2017-03-19 18:53:32,True,6_6,6
2527,8,5641f96713664c000332c8cd,320,2017-03-20 00:00:00,True,6_8,6
2528,9,5641f96713664c000332c8cd,142,2017-03-16 00:00:00,True,6_9,6
2529,10,5641f96713664c000332c8cd,111,2017-03-20 16:01:33,True,6_10,6
2530,11,5641f96713664c000332c8cd,155,2017-03-14 22:09:13,True,6_11,6
2531,12,5641f96713664c000332c8cd,282,2017-03-20 00:00:00,True,6_12,6
2532,13,5641f96713664c000332c8cd,269,2017-03-20 16:01:33,True,6_13,6
2534,15,5641f96713664c000332c8cd,228,2017-02-19 19:33:17,True,6_15,6
2535,16,5641f96713664c000332c8cd,196,2017-03-19 00:00:00,True,6_16,6
2538,19,5641f96713664c000332c8cd,320,2017-03-20 16:01:33,True,6_19,6
2541,22,5641f96713664c000332c8cd,262,2017-03-20 00:00:00,True,6_22,6
2542,23,5641f96713664c000332c8cd,325,2017-03-20 16:01:33,True,6_23,6
2544,42,5641f96713664c000332c8cd,296,2017-03-20 00:00:00,True,6_42,6
2545,45,5641f96713664c000332c8cd,300,2017-03-20 00:00:00,True,6_45,6
2548,48,5641f96713664c000332c8cd,183,2017-03-20 16:01:33,True,6_48,6
