,employee,companyAlias,commentId,comment,likes,dislikes,commentDate,uid,comid
4292,18,56aec740f1ef260003e307d6,572c495bea2bd90003536213,****************,4.0,0.0,2016-05-06 07:35:48,11_18,11
4293,79,56aec740f1ef260003e307d6,572c264bea2bd90003536208,************************************************************************,6.0,0.0,2016-05-06 05:05:25,11_79,11
4294,164,56aec740f1ef260003e307d6,572ba4f051c0b00003b66239,**********************************************************************,13.0,0.0,2016-05-05 19:54:27,11_164,11
4296,209,56aec740f1ef260003e307d6,572b94ad51c0b00003b66232,*****************************,2.0,0.0,2016-05-05 18:44:48,11_209,11
4299,18,56aec740f1ef260003e307d6,572b421151c0b00003b6620f,*********************************,2.0,0.0,2016-05-05 12:52:02,11_18,11
4300,139,56aec740f1ef260003e307d6,572b376d51c0b00003b6620d,******************************************************************,2.0,21.0,2016-05-05 12:06:45,11_139,11
4302,33,56aec740f1ef260003e307d6,572b0bb651c0b00003b661fe,*************************************************,5.0,0.0,2016-05-05 08:59:44,11_33,11
4303,163,56aec740f1ef260003e307d6,572afc6951c0b00003b661f8,*************************,3.0,1.0,2016-05-05 07:55:14,11_163,11
4304,24,56aec740f1ef260003e307d6,572ae9d951c0b00003b661ed,***************,8.0,5.0,2016-05-05 06:35:55,11_24,11
4305,214,56aec740f1ef260003e307d6,572a8ea251c0b00003b661e1,***********************************************,4.0,0.0,2016-05-05 00:06:18,11_214,11
4306,213,56aec740f1ef260003e307d6,572a2bf19015220003ba0cf0,*,0.0,1.0,2016-05-04 17:05:52,11_213,11
4307,212,56aec740f1ef260003e307d6,572a11509015220003ba0cc7,*********************************************,5.0,4.0,2016-05-04 15:12:15,11_212,11
4308,19,56aec740f1ef260003e307d6,572a0e8f9015220003ba0cc6,*****************************,0.0,1.0,2016-05-04 15:00:20,11_19,11
4309,18,56aec740f1ef260003e307d6,572a0e7d9015220003ba0cc5,*********************************************************************************************************************************,13.0,0.0,2016-05-04 14:59:41,11_18,11
4310,201,56aec740f1ef260003e307d6,5729ff298dd5ce000340d8ec,************************************************,13.0,0.0,2016-05-04 13:54:26,11_201,11
4313,124,56aec740f1ef260003e307d6,5729b9b78dd5ce000340d8cd,**********,3.0,5.0,2016-05-04 08:58:17,11_124,11
4315,24,56aec740f1ef260003e307d6,57299d678dd5ce000340d8b2,************,3.0,9.0,2016-05-04 06:57:08,11_24,11
4316,213,56aec740f1ef260003e307d6,5728fce18dd5ce000340d8a7,******************************,2.0,2.0,2016-05-03 19:32:47,11_213,11
4317,18,56aec740f1ef260003e307d6,572885527c1aab00030d5826,**********************************************************************,8.0,1.0,2016-05-03 11:02:16,11_18,11
4319,124,56aec740f1ef260003e307d6,57286e407c1aab00030d581f,***************,1.0,2.0,2016-05-03 09:23:39,11_124,11
4321,79,56aec740f1ef260003e307d6,57283b867c1aab00030d5808,**********************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************,17.0,0.0,2016-05-03 05:47:49,11_79,11
4324,114,56aec740f1ef260003e307d6,57272139cc4b4e0003f18256,*********************************,6.0,0.0,2016-05-02 09:43:11,11_114,11
4325,152,56aec740f1ef260003e307d6,5726e230cc4b4e0003f1824b,************************************************************************************************************************************************************************,6.0,2.0,2016-05-02 05:12:44,11_152,11
4326,216,56aec740f1ef260003e307d6,5725e1587846e30003d12f26,****************************************************,4.0,0.0,2016-05-01 10:58:28,11_216,11
4328,164,56aec740f1ef260003e307d6,57244e11ab9154000357ec57,********************************************************,4.0,1.0,2016-04-30 06:17:53,11_164,11
4331,33,56aec740f1ef260003e307d6,57233eed869a8b000377dd57,*******************,4.0,2.0,2016-04-29 11:00:40,11_33,11
4333,18,56aec740f1ef260003e307d6,572302ca869a8b000377dd3b,*******************************,3.0,0.0,2016-04-29 06:44:10,11_18,11
4334,34,56aec740f1ef260003e307d6,5722f89d869a8b000377dd34,**************************************,10.0,2.0,2016-04-29 06:00:37,11_34,11
4337,213,56aec740f1ef260003e307d6,5722601f65190700033dd96a,**********************************************************,3.0,2.0,2016-04-28 19:10:22,11_213,11
4340,18,56aec740f1ef260003e307d6,5721f14765190700033dd8f9,***********************************************************************************************************************************************************************************************************************************************************************************************,0.0,5.0,2016-04-28 11:14:43,11_18,11
4341,114,56aec740f1ef260003e307d6,5721eb8465190700033dd8f8,*************************************************************,0.0,1.0,2016-04-28 10:52:06,11_114,11
4344,13,56aec740f1ef260003e307d6,5721ceb165190700033dd8d9,*********************************************************************************************************************,14.0,0.0,2016-04-28 08:48:25,11_13,11
4345,163,56aec740f1ef260003e307d6,5721c1e465190700033dd8d2,*********************,7.0,3.0,2016-04-28 07:55:15,11_163,11
4347,214,56aec740f1ef260003e307d6,5720bef5f62d2f000303be19,******************************,6.0,0.0,2016-04-27 13:29:42,11_214,11
4348,18,56aec740f1ef260003e307d6,57207f2bf62d2f000303bdc5,**************************************************************************,7.0,2.0,2016-04-27 08:57:54,11_18,11
4349,152,56aec740f1ef260003e307d6,572070fff62d2f000303bdc1,**********************************************************************************************************,8.0,3.0,2016-04-27 07:56:47,11_152,11
4350,24,56aec740f1ef260003e307d6,572063b2f62d2f000303bdbb,*********************,9.0,1.0,2016-04-27 07:00:12,11_24,11
4351,124,56aec740f1ef260003e307d6,57205d93f62d2f000303bdb8,***************************************************************************************,8.0,1.0,2016-04-27 06:34:26,11_124,11
4352,164,56aec740f1ef260003e307d6,571ff8f3f62d2f000303bdae,*******************************************************,5.0,0.0,2016-04-26 23:25:38,11_164,11
4354,209,56aec740f1ef260003e307d6,571fbad094b1960003718460,*********************************************************************************************,17.0,1.0,2016-04-26 18:59:53,11_209,11
4355,32,56aec740f1ef260003e307d6,571f97c694b1960003718451,*******************,1.0,1.0,2016-04-26 16:31:01,11_32,11
4356,19,56aec740f1ef260003e307d6,571f67ae94b1960003718442,**********************************************************************************,9.0,5.0,2016-04-26 13:04:06,11_19,11
4361,196,56aec740f1ef260003e307d6,571e27f462947b00037635ea,******************************************************************************************************************************************************************************************************************************************************************************,12.0,4.0,2016-04-25 14:18:48,11_196,11
4362,122,56aec740f1ef260003e307d6,571e10b262947b00037635e6,*********,2.0,1.0,2016-04-25 12:42:25,11_122,11
4363,19,56aec740f1ef260003e307d6,571e0f4562947b00037635e4,***********************************************************************************************************,6.0,3.0,2016-04-25 12:32:16,11_19,11
4364,213,56aec740f1ef260003e307d6,571dfb3662947b00037635e1,****************************************,1.0,1.0,2016-04-25 11:10:42,11_213,11
4365,114,56aec740f1ef260003e307d6,571dc37262947b00037635bb,************,1.0,2.0,2016-04-25 07:12:40,11_114,11
4367,163,56aec740f1ef260003e307d6,571d005bd9a1060003ac171e,***************,7.0,4.0,2016-04-24 17:20:26,11_163,11
4370,119,56aec740f1ef260003e307d6,571a2dd9d2b1660003a0a334,**************************************************************,11.0,2.0,2016-04-22 13:57:43,11_119,11
4373,124,56aec740f1ef260003e307d6,5719f114d2b1660003a0a317,*******************************************,14.0,0.0,2016-04-22 09:37:39,11_124,11
4374,114,56aec740f1ef260003e307d6,5719e95ed2b1660003a0a315,**********,3.0,0.0,2016-04-22 09:05:21,11_114,11
4375,216,56aec740f1ef260003e307d6,5719d594d2b1660003a0a30c,******************************************************************,10.0,0.0,2016-04-22 07:41:04,11_216,11
4376,21,56aec740f1ef260003e307d6,5719cf25d2b1660003a0a309,***************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************,20.0,1.0,2016-04-22 07:13:21,11_21,11
4377,34,56aec740f1ef260003e307d6,5719a9a6d2b1660003a0a303,******************,5.0,1.0,2016-04-22 04:33:21,11_34,11
4379,209,56aec740f1ef260003e307d6,57192431946091000340e665,*********************************************************************************************************************************,3.0,3.0,2016-04-21 19:03:06,11_209,11
4380,164,56aec740f1ef260003e307d6,5719007e946091000340e659,***************************,13.0,0.0,2016-04-21 16:31:59,11_164,11
4382,19,56aec740f1ef260003e307d6,5718d63f946091000340e652,*****************************************************************************************************************,2.0,1.0,2016-04-21 13:30:59,11_19,11
4384,18,56aec740f1ef260003e307d6,57189f34946091000340e632,**********************************************,7.0,1.0,2016-04-21 09:36:10,11_18,11
4386,152,56aec740f1ef260003e307d6,571880db946091000340e628,*******************************************,7.0,1.0,2016-04-21 07:26:38,11_152,11
4387,164,56aec740f1ef260003e307d6,5717ee6c946091000340e617,*****************************,3.0,0.0,2016-04-20 21:02:37,11_164,11
4389,209,56aec740f1ef260003e307d6,5717af8c9b442b000373eb7f,********************************************************************************************************************************************,10.0,1.0,2016-04-20 16:33:02,11_209,11
4390,33,56aec740f1ef260003e307d6,5717af019b442b000373eb7a,****************************************************************,5.0,1.0,2016-04-20 16:28:09,11_33,11
4391,152,56aec740f1ef260003e307d6,5717a3bc9b442b000373eb73,*******************************************************************************,11.0,2.0,2016-04-20 15:43:26,11_152,11
4392,216,56aec740f1ef260003e307d6,57178993429f530003ee60e3,*****************************************************,6.0,0.0,2016-04-20 13:52:18,11_216,11
4393,19,56aec740f1ef260003e307d6,57177886429f530003ee60e0,**************************************************************************************************************************,4.0,0.0,2016-04-20 12:36:48,11_19,11
4396,18,56aec740f1ef260003e307d6,57172639429f530003ee60bc,*****************************************************************************************,5.0,1.0,2016-04-20 06:48:02,11_18,11
4397,209,56aec740f1ef260003e307d6,57165d88429f530003ee6096,*****************************************************,4.0,3.0,2016-04-19 16:31:40,11_209,11
4398,19,56aec740f1ef260003e307d6,57160fd8806424000392808f,**********************************************************************************************************************************************************************************************************************************************,9.0,1.0,2016-04-19 10:59:00,11_19,11
4399,18,56aec740f1ef260003e307d6,57160f7a806424000392808e,**************,4.0,2.0,2016-04-19 10:58:56,11_18,11
4401,33,56aec740f1ef260003e307d6,5715f0378064240003928085,******************************************,4.0,1.0,2016-04-19 08:45:02,11_33,11
4402,24,56aec740f1ef260003e307d6,5715ee0f8064240003928083,*************************,8.0,1.0,2016-04-19 08:36:03,11_24,11
4403,107,56aec740f1ef260003e307d6,5715eb948064240003928081,*,1.0,0.0,2016-04-19 08:25:55,11_107,11
4406,212,56aec740f1ef260003e307d6,5714dbf6dff164000368ec99,*,1.0,0.0,2016-04-18 13:07:02,11_212,11
4408,19,56aec740f1ef260003e307d6,5714c41edff164000368ec8a,**********************************************************************************************************************,3.0,1.0,2016-04-18 11:23:32,11_19,11
4409,124,56aec740f1ef260003e307d6,5714b73fdff164000368ec83,****************,0.0,1.0,2016-04-18 10:30:07,11_124,11
4410,114,56aec740f1ef260003e307d6,5714b6d3dff164000368ec82,***,0.0,2.0,2016-04-18 10:28:28,11_114,11
4411,18,56aec740f1ef260003e307d6,5714af59dff164000368ec78,**********************************************************************************************************************************************,6.0,3.0,2016-04-18 09:55:43,11_18,11
4413,33,56aec740f1ef260003e307d6,57149fbddff164000368ec72,***************************************,2.0,0.0,2016-04-18 08:49:17,11_33,11
4415,34,56aec740f1ef260003e307d6,57147fa3dff164000368ec67,***************,2.0,1.0,2016-04-18 06:32:46,11_34,11
4416,139,56aec740f1ef260003e307d6,57147c14dff164000368ec65,**************************************************************,7.0,0.0,2016-04-18 06:17:27,11_139,11
4420,114,56aec740f1ef260003e307d6,5710c2da9d95fc0003b5473a,****************************************************************************************,5.0,8.0,2016-04-15 10:30:19,11_114,11
4421,18,56aec740f1ef260003e307d6,5710b43f9d95fc0003b5472d,************************************************************************************************,2.0,1.0,2016-04-15 09:27:58,11_18,11
4425,216,56aec740f1ef260003e307d6,571080279d95fc0003b546ef,****************************************************************************,5.0,3.0,2016-04-15 05:46:12,11_216,11
4427,164,56aec740f1ef260003e307d6,570fd4b21f14b4000311b7c8,***********************,1.0,3.0,2016-04-14 17:34:40,11_164,11
4429,114,56aec740f1ef260003e307d6,570f8a511f14b4000311b7ab,****************************************************************************************,3.0,5.0,2016-04-14 12:15:21,11_114,11
4430,18,56aec740f1ef260003e307d6,570f7d121f14b4000311b7a6,*******************************************************************************************************************************************,4.0,6.0,2016-04-14 11:20:02,11_18,11
4431,19,56aec740f1ef260003e307d6,570f7c5e1f14b4000311b7a5,*********************************************************************************************************,2.0,0.0,2016-04-14 11:16:29,11_19,11
4433,209,56aec740f1ef260003e307d6,570e76b24966b800032775c7,********************************,4.0,0.0,2016-04-13 16:41:00,11_209,11
4435,32,56aec740f1ef260003e307d6,570e20b64966b800032775a9,********************,1.0,0.0,2016-04-13 10:34:26,11_32,11
4436,33,56aec740f1ef260003e307d6,570dd64b4966b80003277586,*****************,1.0,0.0,2016-04-13 05:16:58,11_33,11
4437,164,56aec740f1ef260003e307d6,570d2db178d7b0000320b02c,********************************,1.0,0.0,2016-04-12 17:17:34,11_164,11
4439,194,56aec740f1ef260003e307d6,570cd64578d7b0000320b00e,************,3.0,0.0,2016-04-12 11:07:09,11_194,11
4441,19,56aec740f1ef260003e307d6,570cc37478d7b0000320affe,***********************************************************************************************************************************************************************************************************************************************************,17.0,2.0,2016-04-12 09:42:33,11_19,11
4442,124,56aec740f1ef260003e307d6,570cb48c78d7b0000320aff7,**********************,3.0,0.0,2016-04-12 08:40:32,11_124,11
4444,122,56aec740f1ef260003e307d6,570c9cc478d7b0000320afe8,**********************,16.0,3.0,2016-04-12 06:59:16,11_122,11
4446,164,56aec740f1ef260003e307d6,570c13041895c50003232c89,******************************,4.0,0.0,2016-04-11 21:11:30,11_164,11
4447,213,56aec740f1ef260003e307d6,570c042c1fc47b00032a860d,********************,2.0,0.0,2016-04-11 20:12:01,11_213,11
4450,19,56aec740f1ef260003e307d6,570bb9941fc47b00032a85f1,***********************************************************************************************************************************************************************************************************************************************************************************************************************,6.0,1.0,2016-04-11 14:48:10,11_19,11
4452,201,56aec740f1ef260003e307d6,570b9b821fc47b00032a85e7,*********************************************************************,7.0,0.0,2016-04-11 12:41:06,11_201,11
4454,119,56aec740f1ef260003e307d6,570b94641fc47b00032a85e3,*******************************************************************************************,9.0,2.0,2016-04-11 12:11:15,11_119,11
4455,6,56aec740f1ef260003e307d6,570b7a2c1fc47b00032a85da,**********************************,7.0,2.0,2016-04-11 10:19:06,11_6,11
4457,13,56aec740f1ef260003e307d6,570b79181fc47b00032a85d9,***********************,6.0,0.0,2016-04-11 10:14:30,11_13,11
4458,18,56aec740f1ef260003e307d6,570b712b1fc47b00032a85d4,************************************************,3.0,5.0,2016-04-11 09:40:41,11_18,11
4460,114,56aec740f1ef260003e307d6,570b62aa1fc47b00032a85bb,*************,0.0,1.0,2016-04-11 08:38:56,11_114,11
4461,24,56aec740f1ef260003e307d6,570b53c91fc47b00032a85af,**********************************************,6.0,1.0,2016-04-11 07:35:35,11_24,11
4462,32,56aec740f1ef260003e307d6,570a84ef56de950003681993,************,3.0,0.0,2016-04-10 16:53:02,11_32,11
4463,32,56aec740f1ef260003e307d6,5709547d2190e900036200d0,*****************,1.0,0.0,2016-04-09 19:14:04,11_32,11
4464,164,56aec740f1ef260003e307d6,57082f3b5ae6e90003ef3438,********************,5.0,0.0,2016-04-08 22:22:49,11_164,11
4467,183,56aec740f1ef260003e307d6,5707dff35ae6e90003ef3423,*************************************************************************************,11.0,0.0,2016-04-08 16:44:35,11_183,11
4468,213,56aec740f1ef260003e307d6,5707ddab5ae6e90003ef3421,*********************************************,1.0,0.0,2016-04-08 16:38:33,11_213,11
4469,209,56aec740f1ef260003e307d6,5707dd0a5ae6e90003ef341f,**********************************************************************************************************************,6.0,0.0,2016-04-08 16:32:08,11_209,11
4470,194,56aec740f1ef260003e307d6,5707d3c05ae6e90003ef341d,**************************************************************************************************************,11.0,1.0,2016-04-08 15:55:11,11_194,11
4471,32,56aec740f1ef260003e307d6,5707bb4f5ae6e90003ef3417,**********************,2.0,0.0,2016-04-08 14:08:14,11_32,11
4474,6,56aec740f1ef260003e307d6,57079f615ae6e90003ef3410,********************************************,6.0,0.0,2016-04-08 12:08:45,11_6,11
4475,139,56aec740f1ef260003e307d6,57079e405ae6e90003ef340e,********,2.0,0.0,2016-04-08 12:04:11,11_139,11
4476,13,56aec740f1ef260003e307d6,57079e445ae6e90003ef340f,******************************************************,7.0,3.0,2016-04-08 12:03:57,11_13,11
4478,19,56aec740f1ef260003e307d6,570789ca5ae6e90003ef340c,*******************************************************************************************************************************************************************,3.0,0.0,2016-04-08 10:35:03,11_19,11
4479,152,56aec740f1ef260003e307d6,570777a95ae6e90003ef33ff,****************************,7.0,0.0,2016-04-08 09:19:29,11_152,11
4480,18,56aec740f1ef260003e307d6,570776825ae6e90003ef33fd,************************************************************************************************************************,8.0,0.0,2016-04-08 09:14:07,11_18,11
4485,103,56aec740f1ef260003e307d6,5706b74ee0039c00038681be,********************************************************************,7.0,0.0,2016-04-07 19:38:54,11_103,11
4486,119,56aec740f1ef260003e307d6,57068bbee0039c00038681b0,******************************,5.0,0.0,2016-04-07 16:32:59,11_119,11
4487,32,56aec740f1ef260003e307d6,57068b47e0039c00038681ad,***********************,2.0,1.0,2016-04-07 16:31:02,11_32,11
4491,214,56aec740f1ef260003e307d6,570668aee0039c000386819c,********************************,1.0,1.0,2016-04-07 14:03:26,11_214,11
4492,19,56aec740f1ef260003e307d6,57065fc1e0039c000386819a,************************************************************************************************,3.0,0.0,2016-04-07 13:24:36,11_19,11
4493,24,56aec740f1ef260003e307d6,570655c4e0039c0003868199,*************************************,6.0,0.0,2016-04-07 12:42:44,11_24,11
4497,209,56aec740f1ef260003e307d6,57061460e0039c0003868187,****************************************************************************************************************************************************************************************************************************,14.0,0.0,2016-04-07 08:03:41,11_209,11
4499,18,56aec740f1ef260003e307d6,5705faade0039c000386817c,****************************************************************************************************,2.0,0.0,2016-04-07 06:13:41,11_18,11
4500,216,56aec740f1ef260003e307d6,5705f87ce0039c000386817b,*******************************,1.0,2.0,2016-04-07 06:04:43,11_216,11
4504,32,56aec740f1ef260003e307d6,57053a8103498b0003e6553e,***************************************************,5.0,1.0,2016-04-06 16:34:07,11_32,11
4505,19,56aec740f1ef260003e307d6,57051abb03498b0003e65536,******************************************************************************************************,1.0,1.0,2016-04-06 14:16:58,11_19,11
4507,32,56aec740f1ef260003e307d6,5703e91e9cb1430003a2ee59,*********************************,6.0,1.0,2016-04-05 16:34:36,11_32,11
4511,114,56aec740f1ef260003e307d6,57039f2a9cb1430003a2ee36,*************************************,0.0,4.0,2016-04-05 11:18:46,11_114,11
4512,201,56aec740f1ef260003e307d6,5703917d9cb1430003a2ee31,*************************************************************************************************************************,5.0,0.0,2016-04-05 10:19:55,11_201,11
4513,19,56aec740f1ef260003e307d6,570374219cb1430003a2ee23,************************************************************,2.0,0.0,2016-04-05 08:15:02,11_19,11
4514,24,56aec740f1ef260003e307d6,570369139cb1430003a2ee22,******************************,3.0,1.0,2016-04-05 07:28:19,11_24,11
4515,34,56aec740f1ef260003e307d6,5703682e9cb1430003a2ee20,*******************,7.0,0.0,2016-04-05 07:24:14,11_34,11
4518,18,56aec740f1ef260003e307d6,57035c239cb1430003a2ee1a,***********************************************************************************************************************************,18.0,0.0,2016-04-05 06:32:31,11_18,11
4519,79,56aec740f1ef260003e307d6,57034dbc9cb1430003a2ee17,*******************************************************************,6.0,0.0,2016-04-05 05:31:39,11_79,11
4520,32,56aec740f1ef260003e307d6,5702c06e252ece000304fe3a,*************************,4.0,0.0,2016-04-04 19:28:45,11_32,11
4521,183,56aec740f1ef260003e307d6,5702c05a252ece000304fe39,********************************************************************************,7.0,0.0,2016-04-04 19:28:26,11_183,11
4522,213,56aec740f1ef260003e307d6,5702aea6252ece000304fe27,******************************************,1.0,4.0,2016-04-04 18:16:25,11_213,11
4524,163,56aec740f1ef260003e307d6,57029607252ece000304fe13,********************************************,9.0,1.0,2016-04-04 16:27:51,11_163,11
4525,119,56aec740f1ef260003e307d6,570290ad252ece000304fe11,********************************************************,7.0,2.0,2016-04-04 16:04:59,11_119,11
4526,13,56aec740f1ef260003e307d6,57028b07252ece000304fe0e,**************************************************************************************************************************,2.0,13.0,2016-04-04 15:39:40,11_13,11
4527,216,56aec740f1ef260003e307d6,57027d1f252ece000304fe0a,**********************************************,5.0,0.0,2016-04-04 14:41:34,11_216,11
4530,38,56aec740f1ef260003e307d6,570228af252ece000304fdf1,************************************************************************************,13.0,3.0,2016-04-04 08:39:47,11_38,11
4533,18,56aec740f1ef260003e307d6,57020764252ece000304fdde,*****************************************,10.0,1.0,2016-04-04 06:18:52,11_18,11
4534,212,56aec740f1ef260003e307d6,56ff07ec08912c0003da25ee,*********,2.0,0.0,2016-04-01 23:44:44,11_212,11
4537,209,56aec740f1ef260003e307d6,56feb39908912c0003da25e1,********************************************************************************************,9.0,0.0,2016-04-01 17:44:56,11_209,11
4538,59,56aec740f1ef260003e307d6,56fea9eb08912c0003da25dd,***************************************************************,4.0,0.0,2016-04-01 17:03:37,11_59,11
4539,33,56aec740f1ef260003e307d6,56fe8a2008912c0003da25d3,************************************,5.0,1.0,2016-04-01 14:48:00,11_33,11
4540,32,56aec740f1ef260003e307d6,56fe845908912c0003da25d0,***************************,4.0,0.0,2016-04-01 14:23:20,11_32,11
4541,163,56aec740f1ef260003e307d6,56fe65e308912c0003da25c9,********************************************************,8.0,0.0,2016-04-01 12:13:21,11_163,11
4542,19,56aec740f1ef260003e307d6,56fe650c08912c0003da25c8,**********************************************************************************************************************************************************************************************************,6.0,0.0,2016-04-01 12:08:57,11_19,11
4545,18,56aec740f1ef260003e307d6,56fe139708912c0003da259a,**********************************************************************************************************,6.0,0.0,2016-04-01 06:21:39,11_18,11
4547,34,56aec740f1ef260003e307d6,56fe084b08912c0003da2595,*********************,4.0,0.0,2016-04-01 05:33:48,11_34,11
4548,169,56aec740f1ef260003e307d6,56fd6a59f41c670003f643f7,*******************************************************************************************************************************************************************************************************,4.0,2.0,2016-03-31 18:20:07,11_169,11
4551,33,56aec740f1ef260003e307d6,56fd47fff41c670003f643d7,**************************************************************,5.0,1.0,2016-03-31 15:53:34,11_33,11
4553,34,56aec740f1ef260003e307d6,56fcf07af41c670003f643b2,********************************,5.0,0.0,2016-03-31 09:39:55,11_34,11
4554,18,56aec740f1ef260003e307d6,56fcec7af41c670003f643b0,**********************,1.0,1.0,2016-03-31 07:44:43,11_18,11
4555,124,56aec740f1ef260003e307d6,56fcd341f41c670003f643a3,********,1.0,3.0,2016-03-31 07:35:21,11_124,11
4556,163,56aec740f1ef260003e307d6,56fcc497f41c670003f6439b,****************************************************************************************,4.0,0.0,2016-03-31 06:32:52,11_163,11
4557,213,56aec740f1ef260003e307d6,56fc20cdaadf0d00035f1605,*************************************************************************************************************************************************************************************************,13.0,0.0,2016-03-30 18:57:22,11_213,11
4559,209,56aec740f1ef260003e307d6,56fbd425aadf0d00035f15f4,**********,6.0,0.0,2016-03-30 13:27:00,11_209,11
4560,19,56aec740f1ef260003e307d6,56fbc826aadf0d00035f15f0,************************************************************************************************************,3.0,1.0,2016-03-30 12:35:02,11_19,11
4561,33,56aec740f1ef260003e307d6,56fbb409aadf0d00035f15ef,******************************************************************,7.0,3.0,2016-03-30 11:10:00,11_33,11
4562,139,56aec740f1ef260003e307d6,56fbac42aadf0d00035f15ec,***********************************************,6.0,5.0,2016-03-30 10:36:29,11_139,11
4564,214,56aec740f1ef260003e307d6,56fb8d63aadf0d00035f15e2,************************************,3.0,1.0,2016-03-30 08:25:07,11_214,11
4565,194,56aec740f1ef260003e307d6,56fb7fa7aadf0d00035f15da,*******************************,4.0,2.0,2016-03-30 07:29:04,11_194,11
4567,124,56aec740f1ef260003e307d6,56fb6f40aadf0d00035f15d0,***********,1.0,3.0,2016-03-30 06:16:19,11_124,11
4568,18,56aec740f1ef260003e307d6,56fb6cfcaadf0d00035f15ce,********,2.0,0.0,2016-03-30 06:06:16,11_18,11
4569,79,56aec740f1ef260003e307d6,56fb61bcaadf0d00035f15cc,*********************************************************************************************************************************************************************************************************************************,13.0,0.0,2016-03-30 05:18:52,11_79,11
4570,32,56aec740f1ef260003e307d6,56fb2d8a8e765d0003383625,******************,1.0,0.0,2016-03-30 01:36:08,11_32,11
4571,122,56aec740f1ef260003e307d6,56fab3c68e765d0003383615,***********************************************,10.0,0.0,2016-03-29 16:56:38,11_122,11
4572,32,56aec740f1ef260003e307d6,56faaf998e765d0003383613,*****************,2.0,0.0,2016-03-29 16:38:48,11_32,11
4573,89,56aec740f1ef260003e307d6,56fa8de68e765d000338360b,**********************************************************************************,4.0,1.0,2016-03-29 14:14:12,11_89,11
4574,24,56aec740f1ef260003e307d6,56fa6edf8e765d0003383603,************************************************,6.0,0.0,2016-03-29 12:02:37,11_24,11
4575,209,56aec740f1ef260003e307d6,56fa41318e765d00033835ef,****************,4.0,0.0,2016-03-29 08:47:43,11_209,11
4576,163,56aec740f1ef260003e307d6,56fa35ba8e765d00033835ed,**********************************************************************,7.0,0.0,2016-03-29 07:58:48,11_163,11
4577,19,56aec740f1ef260003e307d6,56fa31938e765d00033835ec,**************************************************************,1.0,0.0,2016-03-29 07:40:25,11_19,11
4579,18,56aec740f1ef260003e307d6,56fa27968e765d00033835e3,*************************,0.0,1.0,2016-03-29 06:58:22,11_18,11
4580,124,56aec740f1ef260003e307d6,56fa25768e765d00033835e1,*****,1.0,3.0,2016-03-29 06:49:18,11_124,11
4582,206,56aec740f1ef260003e307d6,56f96c6327be6b0003bedb1b,**************************,2.0,0.0,2016-03-28 17:40:10,11_206,11
4583,214,56aec740f1ef260003e307d6,56f954e727be6b0003bedb14,***********************************,2.0,1.0,2016-03-28 15:59:34,11_214,11
4584,209,56aec740f1ef260003e307d6,56f93bbd27be6b0003bedb10,*************************************************************************************************************************************,6.0,2.0,2016-03-28 14:12:11,11_209,11
4585,18,56aec740f1ef260003e307d6,56f9282927be6b0003bedb0c,**********,2.0,0.0,2016-03-28 12:48:13,11_18,11
4586,28,56aec740f1ef260003e307d6,56f91ef527be6b0003bedb0a,**********************,2.0,0.0,2016-03-28 12:09:22,11_28,11
4587,59,56aec740f1ef260003e307d6,56f91d7b27be6b0003bedb09,***************************************************************************,2.0,0.0,2016-03-28 12:03:04,11_59,11
4588,124,56aec740f1ef260003e307d6,56f9103227be6b0003bedb06,*****************************,2.0,0.0,2016-03-28 11:06:10,11_124,11
4589,201,56aec740f1ef260003e307d6,56f90ea227be6b0003bedb04,**********************************************************************************,4.0,0.0,2016-03-28 10:59:19,11_201,11
4590,114,56aec740f1ef260003e307d6,56f9057927be6b0003bedb03,**********************************************************************************************************,2.0,0.0,2016-03-28 10:20:09,11_114,11
4591,19,56aec740f1ef260003e307d6,56f8f6a127be6b0003bedb02,***************************************************************,4.0,6.0,2016-03-28 08:51:49,11_19,11
4594,103,56aec740f1ef260003e307d6,56f83d340c9e0c0003538d97,*****************,2.0,0.0,2016-03-27 20:06:11,11_103,11
4595,32,56aec740f1ef260003e307d6,56f80fee0c9e0c0003538d94,********************,3.0,0.0,2016-03-27 16:53:02,11_32,11
4596,34,56aec740f1ef260003e307d6,56f7e1fd0c9e0c0003538d8e,********,1.0,1.0,2016-03-27 13:36:49,11_34,11
4597,213,56aec740f1ef260003e307d6,56f6d849dd0f35000302d153,**************,2.0,0.0,2016-03-26 18:46:28,11_213,11
4601,32,56aec740f1ef260003e307d6,56f4f3684228fb0003b61624,***************************,3.0,0.0,2016-03-25 08:14:25,11_32,11
4603,206,56aec740f1ef260003e307d6,56f3e9119b984a000332c070,**********************,2.0,0.0,2016-03-24 13:18:29,11_206,11
4604,163,56aec740f1ef260003e307d6,56f3a8ef9b984a000332c05d,***************************************,3.0,0.0,2016-03-24 08:44:30,11_163,11
4605,95,56aec740f1ef260003e307d6,56f38c999b984a000332c04c,********************************************************************,3.0,0.0,2016-03-24 06:43:35,11_95,11
4607,119,56aec740f1ef260003e307d6,56f2ac68a22370000326e1fa,***********************************,6.0,0.0,2016-03-23 14:47:04,11_119,11
